"Number";"Time_ms";"VectorX";"VectorY";"VectorZ";"DeltaStep";"KsiServo";"crc"
1503;345533;0.9827165603637695;0.18511630594730377;3.928114912608924e-31;30.184776306152344;-4.488711357116699;26298;
1504;345739;-6.246457360248314e-07;6.665752152912319e-06;-1.0;28.892908096313477;-3.9169886112213135;10301;
1505;345937;-1.0;9.271189327364482e-08;6.8240269625104555e-25;26.33123779296875;-4.924317359924316;27567;
1508;346560;3.4814445788642594e-28;4.1019972141231875e-11;1.0;29.993356704711914;-5.072390079498291;34736;
1512;347396;0.999951958656311;0.00980725884437561;0.0;29.453157424926758;-5.970615863800049;8201;
1513;347596;-0.0;0.0;0.0;41.86567306518555;-5.193926811218262;20739;
1520;349057;1.9284644681940495e-27;6.233258909027484e-10;1.0;46.61513137817383;-4.466400623321533;27289;
1523;349664;0.0;1.3561108446857439e-14;1.0;14.429295539855957;-0.3068093955516815;59749;
1526;350878;0.0;0.0;0.0;63.701229095458984;-4.659280776977539;20622;
1532;352107;-0.0;0.0;0.0;61.00508499145508;-5.292382717132568;40921;
1535;352739;-4.239192519167933e-27;0.8270238041877747;0.5621669292449951;69.46359252929688;-4.815088272094727;28914;
1547;355220;0.0;0.0;-0.0;97.59005737304688;-3.303068161010742;10610;
1549;355635;3.2784079451175785e-08;6.388566362147685e-06;-1.0;103.4842529296875;-4.316042423248291;8074;
1551;356036;-5.045876993903827e-24;7.076835562003225e-09;-1.0;90.37918853759766;-3.125267744064331;46828;
1552;356857;0.0;0.0;0.0;54.64203643798828;-4.296806812286377;30296;
1553;357058;-8.23992957199593e-12;1.0;7.455011621537841e-33;88.05271911621094;-3.2356457710266113;27905;
1554;357259;0.0;8.05789923674638e-09;-1.0;94.08667755126953;-3.260469913482666;48272;
1555;357487;-5.712512846653764e-14;1.0;1.1617632853996862e-12;75.97213745117188;-3.286010265350342;38350;
1556;357686;-0.0;0.0;0.0;84.2070541381836;-4.113145351409912;22453;
1559;358305;-0.0834968090057373;0.9965080618858337;1.5062643840546563e-11;89.03007507324219;-4.905954360961914;20253;
1562;358947;2.2996348123550163e-37;1.0;-3.276590370605422e-24;92.66963195800781;-4.603586196899414;42706;
1563;359169;1.5024556249451105e-33;1.0;-1.1012063589016345e-16;82.76117706298828;-5.574803352355957;6024;
1564;359376;-0.0;0.0;-0.0;86.00831604003906;-6.272747993469238;13111;
1565;359578;0.0;3.388628573840766e-15;1.0;88.54135131835938;-5.0738606452941895;10066;
1567;359985;0.0;0.0;0.0;84.23515319824219;-4.372020244598389;38807;
1568;360183;0.0;0.0;-0.0;87.099853515625;-4.2635087966918945;52817;
1570;360589;1.0;7.370730545006032e-13;-1.8614927562034906e-15;94.1048583984375;-4.68884801864624;18818;
1572;360994;0.0;0.0;-0.0;93.80970764160156;-4.473759174346924;27618;
1573;361196;-0.0;0.0;-0.0;117.28950500488281;-4.213803291320801;56100;
1574;361416;0.0;5.644225749248304e-16;-1.0;118.63467407226562;-3.546311378479004;47730;
1576;361832;0.0;0.0;0.0;115.4990234375;-4.07829475402832;4082;
1577;362037;-1.0;0.00016002351185306907;2.9360379145276783e-12;115.67240905761719;-4.114387035369873;25241;
1579;362432;7.84394529235232e-28;1.0;-4.893629620621274e-16;123.1436767578125;-4.114868640899658;16348;
1582;363673;8.085058178508575e-10;1.0;3.737872122765459e-22;97.56804656982422;-3.021392822265625;48048;
1583;363883;-0.0;0.0;-0.0;104.91345977783203;-3.742255449295044;31105;
1585;364301;-0.0;0.0;0.0;107.91056823730469;-4.315624237060547;62093;
1589;365113;-2.0976826434907396e-27;9.69813498150563e-20;1.0;106.51329803466797;-4.766179084777832;2439;
1592;365744;-1.0;1.4702171771685535e-11;-1.5432050082253568e-10;100.98098754882812;-4.222583770751953;14265;
1597;366753;3.727941502181366e-15;7.293670604546082e-14;-1.0;124.80461883544922;-2.9418792724609375;38851;
1598;366959;1.7839911947703513e-07;1.0;-1.260043935510935e-12;80.65985870361328;-4.844274520874023;38087;
1606;368617;-0.0;0.0;0.0;117.43449401855469;-7.036377429962158;18364;
1613;370662;0.0;0.0;-0.0;151.50970458984375;-8.254888534545898;38521;
1614;370860;0.0;0.0;-0.0;162.2481689453125;-6.330887794494629;61526;
1615;371062;-9.366375427676862e-32;1.0;-1.1177951364516048e-06;135.7884063720703;-6.364912986755371;58072;
1616;371265;1.8369700694976592e-20;1.0;1.0966710034866558e-29;127.3052978515625;-2.8690385818481445;26233;
1617;371473;0.9938063025474548;0.11112666130065918;-9.413898367749182e-17;162.00494384765625;-1.2407816648483276;23453;
1618;371686;-0.0;0.0;-0.0;135.3383026123047;-6.086271286010742;5220;
1619;371887;0.0;0.0;0.0;101.19037628173828;-7.952409744262695;58230;
1620;372106;-4.051426349353099e-14;1.0;-2.484335515084979e-10;146.9327392578125;-6.12070894241333;58777;
1621;372302;3.322300301533687e-07;1.7289736206294037e-05;-1.0;140.339111328125;-3.1234729290008545;10512;
1622;372505;1.004111665357058e-35;1.0;2.373306637389287e-31;97.49472045898438;-3.8644134998321533;2380;
1623;372728;1.0;5.122126477846191e-14;0.0;116.72233581542969;-6.141167163848877;20087;
1624;372924;-1.0;5.147932080618034e-11;1.0190001376031432e-07;136.8087921142578;-8.771008491516113;32364;
1625;373126;-1.0;9.00562389632021e-19;-1.0031298014467893e-09;94.89154052734375;-9.726944923400879;39606;
1627;373543;-0.0;0.0;0.0;16.649091720581055;-4.87164306640625;20514;
1630;374184;3.7875531688769115e-07;1.0;4.396181731472348e-34;107.54754638671875;-9.39846420288086;18420;
1631;374397;-4.081476563692619e-17;1.0;9.495654650688206e-30;89.28797149658203;-5.627374649047852;10866;
1633;374807;-6.887852181372367e-20;1.0;-4.554219848462715e-11;43.29529571533203;-6.037161827087402;6526;
1634;375015;-3.508765757942456e-07;1.0;1.924410852893743e-09;84.07899475097656;-4.302718162536621;4945;
1636;376027;-0.0;0.0;0.0;62.319679260253906;-5.458388328552246;41965;
1637;376228;-7.544060515174422e-11;9.438017478657912e-09;1.0;84.071533203125;-3.1097171306610107;28143;
1639;376645;-0.0;0.0;-0.0;57.88615036010742;-8.279332160949707;31882;
1640;376851;-1.0;4.3681154693331337e-08;-1.571755548433848e-36;89.34270477294922;-4.502402305603027;29588;
1642;377249;-0.0;0.0;0.0;34.677059173583984;-6.865370750427246;62654;
1643;377454;-2.3909558422019472e-06;1.0;-1.9878033134953155e-18;93.22660064697266;-7.001129150390625;23546;
1646;378075;-1.822123398345643e-12;1.0;-1.9691393049470207e-07;71.08605194091797;-6.978774547576904;4097;
1647;378286;2.0550318391432398e-11;2.379731540713692e-07;-1.0;56.67156219482422;-8.078752517700195;59748;
1649;378706;-0.0;0.0;0.0;113.39380645751953;-6.597204208374023;61688;
1650;378913;-0.0;4.078396639399839e-18;-1.0;82.95758819580078;-8.122369766235352;9109;
1651;379127;-0.0;0.0;-0.0;32.7276496887207;-4.111756324768066;15103;
1654;379733;-1.0;7.777161425005457e-19;1.547484946927865e-37;127.99738311767578;-9.114047050476074;31205;
1657;380349;-0.7082574367523193;0.7059543132781982;-1.4084670538700068e-19;78.3109359741211;-4.89899206161499;37212;
1658;380553;-0.0;0.0;0.0;70.69207763671875;-9.27698040008545;38464;
1664;382386;0.0;0.0;-0.0;131.21322631835938;-22.186798095703125;23401;
1669;383411;2.558780544165843e-32;1.0;-1.634862587073913e-28;141.32521057128906;-8.119888305664062;8601;
1670;383609;-0.0;0.0;-0.0;108.91887664794922;-4.014678001403809;63491;
1673;384246;0.0;9.259211453116478e-11;-1.0;89.5551528930664;-7.9110426902771;57897;
1674;384453;4.906887196582484e-24;0.0028915205039083958;-0.999995768070221;127.45979309082031;-7.130860805511475;59824;
1675;384675;3.2281002684315364e-31;0.034189365804195404;-0.999415397644043;165.56607055664062;-5.788430213928223;17042;
1679;385482;-0.0013575295452028513;0.9999990463256836;3.352588606730933e-08;157.4176025390625;-11.029594421386719;18346;
1682;386108;-0.0;0.0;-0.0;17.35012435913086;-3.4601645469665527;30763;
1684;386520;-2.873932828324843e-17;1.609549582306277e-15;-1.0;94.77400207519531;-6.961717128753662;25615;
1687;387126;-6.089990733926243e-07;0.020125674083828926;0.9997974634170532;151.97120666503906;-7.879580974578857;1359;
1688;387324;nan;nan;nan;122.39739227294922;-7.762258052825928;6968;
1693;388994;-9.801690373145126e-32;-1.0;-8.44699388028227e-18;-168.27134704589844;-6.143113136291504;13218;
1694;389219;1.4476540457359487e-22;-8.976343557343114e-10;1.0;-170.37811279296875;-12.772603988647461;44453;
1696;389624;-1.0;-3.920128666123901e-09;1.4230311013145412e-36;-178.86489868164062;-9.575563430786133;63053;
1698;390029;1.0;8.478644159711488e-16;-3.066909630433656e-05;145.94873046875;-4.199414253234863;54544;
1699;390232;-1.0;-9.25163876172759e-14;-1.0252655558877639e-28;-29.0029239654541;-6.828068256378174;32889;
1700;390437;0.0;-0.0;-0.0;-72.55793762207031;-5.737330436706543;60665;
1702;390832;0.0;-0.0;-0.0;-155.2611541748047;-4.474203109741211;60772;
1703;391063;-0.0;-0.0;-0.0;-165.38648986816406;-9.742432594299316;35132;
1705;391465;0.0;-0.0;0.0;-167.457763671875;-5.988463878631592;22486;
1706;391669;0.0;-2.5375927137361032e-08;1.0;-92.00312805175781;-4.550599575042725;13434;
1708;392069;-1.8869708652915384e-24;-1.0;5.951672937953845e-05;-64.93856048583984;-3.9042932987213135;33585;
1711;392678;-6.6106929578949006e-21;-1.0;8.439574649388887e-34;-48.64375686645508;-12.107767105102539;4899;
1712;392890;-1.0;-2.8191719232917257e-15;0.0;-32.54604721069336;-6.933523178100586;13161;
1715;393526;0.9999889731407166;-0.004700664896517992;-5.113841780257644e-06;-42.57193374633789;-11.252938270568848;46832;
1717;393943;0.0;-0.0;0.0;-100.29732513427734;-13.07564926147461;20200;
1721;395391;-0.0;-0.0;0.0;-39.74484634399414;-5.027831554412842;1823;
1723;395791;0.9999799728393555;-7.069054280538245e-16;-0.006324541289359331;-4.82713508605957;-6.765529632568359;3299;
1724;395999;-0.0;0.0;0.0;74.28175354003906;-1.8276807069778442;9915;
1727;396612;0.0;-3.298941351204121e-07;-1.0;-179.41873168945312;-2.789440870285034;35444;
1730;397221;-0.0;-0.0;0.0;-27.27334213256836;-9.134800910949707;3362;
1733;397847;0.0;3.297426523465875e-19;-1.0;25.43235206604004;-10.464338302612305;2397;
1735;398262;-0.9999992251396179;0.001247222418896854;8.337612115202463e-15;12.436729431152344;-6.996932029724121;32142;
1736;398468;1.312499510454411e-31;1.0;-1.3871079306872203e-13;6.3880085945129395;-11.570418357849121;10395;
1739;399067;0.0;0.0;-0.0;2.116610288619995;-7.428853988647461;23802;
1744;400100;0.0;1.0;-9.908199839642977e-37;40.2547607421875;-8.84451675415039;31100;
1745;400931;0.0;-2.9572663326354004e-19;1.0;-9.36589241027832;-26.477670669555664;58538;
1746;401131;2.007191022503648e-30;-1.0;1.523261417343507e-24;-0.3163186311721802;-19.153072357177734;11180;
1747;401331;0.0;0.0;0.0;19.595855712890625;-11.847688674926758;39420;
1748;401534;3.210340367481912e-16;1.0;-7.999456288701698e-31;54.109806060791016;-8.420910835266113;19509;
1750;401951;0.00011455167987151071;0.00041765591595321894;0.9999998807907104;46.74146270751953;-12.820915222167969;30431;
1751;402150;-6.728580046910793e-06;1.0;5.174434591026511e-06;42.32931137084961;-10.209461212158203;58671;
1753;402552;2.1529552382246593e-25;-1.0;1.8317241009095935e-16;-43.38848114013672;-6.352225303649902;49705;
1754;402753;-0.0;-0.0;-0.0;-68.80897521972656;-4.785905838012695;51140;
1757;403377;-1.3975911151550976e-20;1.0;2.563741256670315e-17;8.300599098205566;-17.408340454101562;33009;
1759;403819;-1.0;-9.1550779544175e-13;5.772957632765863e-12;-12.075408935546875;-7.753946304321289;32041;
1760;404022;-1.7845528657231546e-13;-1.0;1.2807728720419412e-24;-28.5201473236084;-4.223347187042236;33470;
1769;405871;0.0;-0.0;-0.0;-37.22705841064453;-15.740548133850098;33654;
1774;407506;0.0;-0.0;0.0;-117.11127471923828;-4.874039173126221;64804;
1775;407709;-0.0;-0.0;0.0;-81.50394439697266;-8.215201377868652;3130;
1778;408340;0.0;-0.0;-0.0;-27.66781234741211;-6.189166069030762;23272;
1780;408741;-1.2235296109608385e-09;-1.0;-1.5260255723760436e-33;-78.15990447998047;-6.191529750823975;45076;
1784;425936;2.0;-0.0;0.0;-38.7130126953125;-10.072688102722168;39281;
1790;410807;-0.0;-0.0;-0.0;-19.226491928100586;-23.4464111328125;21480;
1795;411826;1.0;-2.1662081906015374e-08;0.0;-124.10587310791016;-3.9005978107452393;10250;
1796;412028;-0.0;0.0;0.0;138.21351623535156;-2.620236396789551;34394;
1797;412231;-1.0;2.4489323926787725e-16;4.542220965117148e-20;11.456014633178711;-9.160935401916504;54595;
1798;412446;-1.0;-9.451525945274576e-19;1.1677994084704601e-26;-2.7793328762054443;-20.27791404724121;60181;
1799;412651;-6.79201903608373e-08;-1.0;-1.651162295527771e-26;-19.089839935302734;-20.74323272705078;9766;
1801;413698;0.0;5.096318173569965e-19;-1.0;95.50829315185547;-10.44005012512207;5823;
1804;414322;-6.243000427730294e-08;0.0778011679649353;0.9969689249992371;46.123966217041016;-0.5052202343940735;10363;
1805;414525;-2.8625287199380387e-24;1.0;3.2701029383756584e-19;5.012932777404785;-4.510536193847656;48032;
1806;414734;0.0;-0.0;-0.0;-25.28875160217285;-6.060549259185791;15749;
1807;414930;3.3937117005500284e-11;-0.0006079464801587164;0.9999997615814209;-27.042831420898438;-8.60279655456543;3325;
1810;415538;-3.250840163731286e-20;-1.0;-5.681134451762659e-10;-18.252452850341797;-5.273916721343994;25340;
1813;416164;9.027411630724291e-12;1.0;2.95844233733078e-06;42.6715087890625;-2.7564637660980225;60113;
1814;416366;0.0;0.0;-0.0;20.007915496826172;-4.938763618469238;16477;
1815;416589;-0.0;0.0;-0.0;11.183761596679688;-9.233842849731445;56992;
1816;416788;0.0;0.0;0.0;13.943153381347656;-5.131803035736084;15729;
1817;416995;-5.0132994977580836e-11;1.0;4.4589380443346055e-27;36.00764083862305;-2.5678272247314453;38956;
1819;417413;-0.026494862511754036;0.9996489882469177;-2.683139401418363e-18;0.4730076491832733;-3.366210460662842;16129;
1820;417617;0.0;0.0;-0.0;5.799738883972168;-7.068778991699219;49775;
1822;418018;-5.266244662571751e-10;9.035933112855332e-11;1.0;14.62645149230957;-5.73955774307251;2845;
1823;418226;-0.0;0.0;-0.0;10.800122261047363;-5.6964898109436035;24033;
1825;418646;-5.008672365747202e-10;1.0;-1.1564842129401085e-18;51.61857604980469;-5.549285411834717;43218;
1826;418848;1.0;0.00012439854617696255;-1.7704310794125255e-19;29.32975196838379;-5.83195161819458;3375;
1829;420081;-0.0;0.0;-0.0;49.81733322143555;-28.48114013671875;64443;
1832;420694;-0.9999182224273682;0.012789110653102398;-1.378473058495292e-23;36.74545669555664;-16.141767501831055;36088;
1837;421717;1.0;-4.720893662292112e-16;-3.085057086098321e-36;-1.4962810277938843;-5.510073184967041;44720;
1838;421929;-0.0;-0.0;-0.0;-3.8487918376922607;-8.05062198638916;2139;
1840;422326;0.0;0.0;-0.0;19.854337692260742;-6.25771951675415;57545;
1843;422978;1.0;2.995106485238463e-19;1.7666663965076879e-10;19.88578987121582;-7.895142078399658;25624;
1844;423177;1.0;3.244293312595686e-15;0.0;9.9276704788208;-7.494767189025879;57191;
1846;423580;-0.0;0.0;-0.0;7.374631404876709;-5.59906530380249;5338;
1847;423782;-0.0;0.0;-0.0;20.98027229309082;-5.0646162033081055;42763;
1848;423980;-0.0;0.0;0.0;21.72759246826172;-5.088768482208252;27675;
1849;424184;0.0;0.0;-0.0;25.414602279663086;-5.104569911956787;18719;
1854;425210;0.0;0.0;-0.0;29.26349449157715;-4.351217269897461;56287;
1857;426440;1.0;1.3281962335520703e-11;-1.6252425072498516e-34;39.44932556152344;-6.328596115112305;41301;
1858;426636;-0.0;0.0;-0.0;21.60744285583496;-5.51876163482666;22047;
1859;426845;1.3749284891647176e-28;0.4877501428127289;0.8729832768440247;43.36922073364258;-5.375182628631592;31582;
1862;427463;1.1482566440136849e-21;1.0;-8.416482963112321e-22;36.75168991088867;-5.55094051361084;33876;
1864;427877;-1.0;6.216478921258915e-19;0.0;37.88072204589844;-5.192615032196045;58637;
1865;428083;-0.0;0.0;-0.0;30.139789581298828;-6.532095909118652;21306;
1866;428288;-2.1615737323553334e-28;0.001828127191402018;0.9999983310699463;36.04300308227539;-5.282153129577637;39733;
1867;428483;-0.03464976325631142;0.9993995428085327;-3.601416835863347e-07;42.458866119384766;-6.53164529800415;65519;
1868;428693;1.3846936053861941e-22;1.0;-8.201388714671783e-37;37.58747482299805;-6.037598133087158;62176;
1871;429321;0.0;3.257871056261408e-11;1.0;29.749242782592773;-5.457186698913574;45313;
1873;429722;0.0;0.0;0.0;35.9902458190918;-5.114410877227783;8574;
1874;429925;-0.0;0.0;0.0;25.623191833496094;-4.485733509063721;15916;
1877;430536;1.0;8.216862804011035e-16;0.0;30.210906982421875;-6.620284080505371;30445;
1879;430944;0.0;0.0;-0.0;52.82487869262695;-5.870692253112793;44584;
1880;431164;-2.917701150129126e-11;5.3275071931651405e-18;1.0;50.821746826171875;-7.068297386169434;18861;
1882;431566;0.0;0.0;0.0;42.86068344116211;-3.3027727603912354;38499;
1883;431767;0.0;0.0;0.0;41.68262481689453;-7.540381908416748;53834;
1885;432811;2.8193686575093784e-30;-1.0;-2.5882798752304994e-37;-111.56634521484375;-1.8806661367416382;46740;
1886;433012;-1.2755480156556587e-06;0.9999848008155823;-0.005510845221579075;95.34649658203125;-2.6355061531066895;9253;
1891;434031;0.03507625684142113;0.9993846416473389;3.6506073565916586e-30;71.91119384765625;-6.738285064697266;10062;
1898;435496;-0.0;0.0;0.0;74.45549774169922;-5.793082237243652;26423;
1900;435912;-0.0;0.0;-0.0;65.16613006591797;-5.689119338989258;14601;
1901;436116;1.0285123126621362e-28;1.0;1.5001684258246061e-19;73.58443450927734;-6.099950790405273;25413;
1903;436546;1.0;1.2025041087326827e-06;-3.438734674935042e-28;87.85572052001953;-5.81270694732666;18622;
1907;437392;0.0;0.0;-0.0;70.30464172363281;-7.082630157470703;18087;
1908;437598;3.703610582010596e-33;1.0;3.1478630813097652e-09;80.54405212402344;-7.556558132171631;31286;
1909;437796;-6.76468104622574e-13;1.0;6.136966580337303e-36;74.47610473632812;-5.935838222503662;17633;
1912;439011;-0.0;0.0;-0.0;101.95293426513672;-8.764542579650879;22102;
1913;439208;0.0;0.0;0.0;76.73817443847656;-5.511382579803467;15013;
1915;439645;-1.2634066335739939e-17;1.3540989020499456e-18;1.0;66.07730102539062;-6.424654006958008;56395;
1917;440057;0.0;0.0;-0.0;67.54212188720703;-8.058999061584473;35494;
1920;440659;-0.0034050459507852793;0.9999942183494568;-4.685543383303429e-19;70.46322631835938;-6.353625774383545;17505;
1921;440860;-0.0;0.0;0.0;72.74960327148438;-5.5496368408203125;6123;
1922;441091;0.0;0.0;0.0;94.19895935058594;-7.028249263763428;31080;
1925;441703;3.603130266933607e-37;1.0;-1.4459526458121541e-11;89.78289031982422;-7.145857810974121;56219;
1927;442142;-4.030449862746366e-10;0.9999871253967285;0.005083787254989147;92.71376037597656;-5.016726970672607;63722;
1928;442359;0.6058335304260254;2.690650165778491e-13;0.7955915331840515;111.23104858398438;-5.450020790100098;13473;
1930;442764;0.9379046559333801;2.9641623768839054e-05;0.3468930423259735;83.61235809326172;-7.131965160369873;29600;
1931;442968;0.0;0.0;0.0;89.53980255126953;-5.670361518859863;36098;
1933;443377;-0.0;0.0;-0.0;77.90838623046875;-6.697755336761475;62954;
1934;443579;0.0;0.0;0.0;73.27930450439453;-4.712005615234375;32316;
1936;443985;-0.0;0.0;-0.0;77.55528259277344;-4.373981475830078;24630;
1939;445205;-1.0;6.703923816075985e-08;8.89859560399595e-28;77.20401000976562;-23.077491760253906;30235;
1940;445409;0.0;0.0;-0.0;81.7582778930664;-16.483657836914062;63971;
1942;445831;1.1306087799312081e-07;1.0;2.826578470308396e-38;97.77924346923828;-5.641477584838867;50466;
1943;446040;5.290028880381282e-19;1.0;-1.5133427754758337e-14;87.26012420654297;-6.117856025695801;34385;
1949;447286;0.0;0.0;-0.0;115.22994232177734;-6.219910144805908;47479;
1951;447689;0.0;0.0;0.0;102.37187957763672;-6.2976274490356445;53803;
1952;447905;0.0;0.0;0.0;104.82109069824219;-6.401577472686768;26301;
1954;448310;0.03550377115607262;0.10158178210258484;0.9941934943199158;123.56912994384766;-6.285672187805176;21062;
1955;448508;0.0;0.0;-0.0;102.8635025024414;-5.102875232696533;27247;
1960;449562;-0.0;0.0;0.0;120.86997985839844;-6.535477638244629;40810;
1961;449772;1.5231564568510747e-15;1.0;-5.9839898089500945e-36;119.14420318603516;-7.022489070892334;16649;
1966;450780;0.0;0.0;-0.0;125.74639129638672;-6.119953632354736;34612;
